,ctr,num_clicks,cpc,budget_spent,num_impressions_won,random_bidding-upper_limit
0,0.000773198140809925,88.0,71.02252272727272,6249982.0,113813.0,159.6551724137931
1,0.0007051318842599805,86.0,72.67367441860466,6249936.0,121963.0,118.27586206896552
2,0.000808119678676223,84.0,74.40436904761906,6249967.0,103945.0,209.31034482758622
3,0.0006988001090809927,82.0,76.21941463414633,6249992.0,117344.0,143.10344827586206
4,0.0006642634371582486,82.0,76.21830487804877,6249901.0,123445.0,110.0
5,0.0007472235973212034,80.0,78.1238125,6249905.0,107063.0,192.75862068965517
6,0.00072825255798711,80.0,78.123675,6249894.0,109852.0,176.20689655172413
7,0.0008373966504133984,79.0,79.11377215189874,6249988.0,94340.0,283.7931034482759
8,0.0007296910358841731,79.0,79.11370886075949,6249983.0,108265.0,184.48275862068965
9,0.0006545587114307493,79.0,79.11373417721518,6249985.0,120692.0,126.55172413793103
10,0.0007780703854440987,78.0,80.12819230769232,6249999.0,100248.0,234.13793103448276
11,0.0007667731629392971,78.0,80.12805128205129,6249988.0,101725.0,225.86206896551727
12,0.0007492507492507493,78.0,80.1281282051282,6249994.0,104104.0,209.31034482758622
13,0.0007585609016038145,77.0,81.1682987012987,6249959.0,101508.0,225.86206896551727
14,0.0007203654907015981,76.0,82.23653947368422,6249977.0,105502.0,201.0344827586207
15,0.000820919210604087,75.0,83.33306666666667,6249980.0,91361.0,325.1724137931035
16,0.0006905695817910612,75.0,83.33225333333333,6249919.0,108606.0,184.48275862068965
17,0.0006338260274319905,75.0,83.33294666666667,6249971.0,118329.0,134.82758620689657
18,0.0006317385444743935,75.0,83.33270666666667,6249953.0,118720.0,134.82758620689657
19,0.000622902893591575,75.0,83.33298666666667,6249974.0,120404.0,126.55172413793103
20,0.0008133655748516158,74.0,84.45928378378379,6249987.0,90980.0,325.1724137931035
21,0.0008050566259424058,74.0,84.45927027027027,6249986.0,91919.0,316.8965517241379
22,0.0007576378081742977,74.0,84.45885135135134,6249955.0,97672.0,250.6896551724138
23,0.0007480263224397788,74.0,84.45898648648648,6249965.0,98927.0,242.41379310344828
24,0.0006137258967447647,74.0,84.45928378378379,6249987.0,120575.0,126.55172413793103
25,0.0007852248647369496,73.0,85.61635616438356,6249994.0,92967.0,300.3448275862069
26,0.0006802213980879256,73.0,85.61619178082192,6249982.0,107318.0,192.75862068965517
27,0.0006752944006068399,73.0,85.61634246575342,6249993.0,108101.0,184.48275862068965
28,0.0007969626866497681,72.0,86.80504166666667,6249963.0,90343.0,333.44827586206895
29,0.0007942461280501257,72.0,86.80383333333333,6249876.0,90652.0,341.72413793103453
30,0.0007283910650696018,72.0,86.80516666666666,6249972.0,98848.0,242.41379310344828
31,0.000624355049905046,72.0,86.80555555555556,6250000.0,115319.0,151.3793103448276
32,0.0006239762889010217,72.0,86.80519444444444,6249974.0,115389.0,151.3793103448276
33,0.0006236790132012058,72.0,86.8050138888889,6249961.0,115444.0,151.3793103448276
34,0.0006441545245050897,71.0,88.02745070422536,6249949.0,110222.0,176.20689655172413
35,0.0006348411555897317,71.0,88.028,6249988.0,111839.0,167.93103448275863
36,0.0007774322523322968,70.0,89.285,6249950.0,90040.0,350.0
37,0.0007684876163709819,70.0,89.28558571428572,6249991.0,91088.0,325.1724137931035
38,0.0007185604155332232,70.0,89.2842,6249894.0,97417.0,258.9655172413793
39,0.00068359375,70.0,89.28545714285714,6249982.0,102400.0,217.58620689655174
40,0.0006565249198101705,70.0,89.28422857142857,6249896.0,106622.0,192.75862068965517
41,0.0005882402373129186,70.0,89.28555714285714,6249989.0,118999.0,134.82758620689657
42,0.0007421190186820396,69.0,90.57943478260869,6249981.0,92977.0,300.3448275862069
43,0.0007193794570248968,69.0,90.57968115942029,6249998.0,95916.0,267.2413793103448
44,0.0005913204442616208,69.0,90.57944927536232,6249982.0,116688.0,143.10344827586206
45,0.0007089536677926519,68.0,91.91105882352942,6249952.0,95916.0,267.2413793103448
46,0.0006921330931224364,68.0,91.91095588235294,6249945.0,98247.0,250.6896551724138
47,0.0006789476311716839,68.0,91.9114705882353,6249980.0,100155.0,234.13793103448276
48,0.0006439211007263051,68.0,91.9102794117647,6249899.0,105603.0,201.0344827586207
49,0.0005499126609303228,68.0,91.9115,6249982.0,123656.0,110.0
50,0.0005414622713938209,67.0,93.283,6249961.0,123739.0,110.0
51,0.0007290803645401822,66.0,94.69627272727271,6249954.0,90525.0,333.44827586206895
52,0.0007057993177273262,66.0,94.69553030303031,6249905.0,93511.0,292.0689655172414
53,0.0006409509381191004,66.0,94.69557575757575,6249908.0,102972.0,217.58620689655174
54,0.000640714493738472,66.0,94.69686363636363,6249993.0,103010.0,217.58620689655174
55,0.0005806485668537646,66.0,94.69636363636363,6249960.0,113666.0,159.6551724137931
56,0.0007053793313003939,65.0,96.15378461538462,6249996.0,92149.0,308.62068965517244
57,0.0006975147014637077,65.0,96.15323076923076,6249960.0,93188.0,292.0689655172414
58,0.0006404003980334782,65.0,96.15360000000001,6249984.0,101499.0,225.86206896551727
59,0.0006964546107471652,64.0,97.65603125,6249986.0,91894.0,316.8965517241379
60,0.0006862240521530279,64.0,97.6554375,6249948.0,93264.0,300.3448275862069
61,0.0006370124117887109,64.0,97.655703125,6249965.0,100469.0,234.13793103448276
62,0.0005247923380318647,64.0,97.655890625,6249977.0,121953.0,118.27586206896552
63,0.0006866534504335884,62.0,100.80587096774194,6249964.0,90293.0,341.72413793103453
64,0.0006834215167548501,62.0,100.8029193548387,6249781.0,90720.0,333.44827586206895
65,0.0006758892849745451,62.0,100.80487096774193,6249902.0,91731.0,316.8965517241379
66,0.0006492486517618724,62.0,100.80541935483872,6249936.0,95495.0,275.51724137931035
67,0.0005951466748579327,62.0,100.80616129032258,6249982.0,104176.0,209.31034482758622
68,0.0006790377700844901,61.0,102.4580655737705,6249942.0,89833.0,350.0
69,0.0006616195579079807,61.0,102.45881967213116,6249988.0,92198.0,308.62068965517244
70,0.0006155336474909436,61.0,102.45860655737705,6249975.0,99101.0,242.41379310344828
71,0.0005787421371713741,61.0,102.45767213114755,6249918.0,105401.0,201.0344827586207
72,0.0006235321015110261,60.0,104.16618333333334,6249971.0,96226.0,267.2413793103448
73,0.0006121886765501128,60.0,104.16575,6249945.0,98009.0,250.6896551724138
74,0.000513557929334429,60.0,104.16558333333333,6249935.0,116832.0,143.10344827586206
75,0.0006210918584331642,59.0,105.9289152542373,6249806.0,94994.0,275.51724137931035
76,0.0005191331356521281,59.0,105.93201694915254,6249989.0,113651.0,159.6551724137931
77,0.0005990604210238678,57.0,109.64847368421051,6249963.0,95149.0,275.51724137931035
78,0.0005903187721369539,57.0,109.6490701754386,6249997.0,96558.0,258.9655172413793
79,0.0006064741111363809,56.0,111.60582142857143,6249926.0,92337.0,308.62068965517244
80,0.0005935724582379377,56.0,111.60655357142856,6249967.0,94344.0,283.7931034482759
81,0.0005768737714725238,54.0,115.73874074074074,6249892.0,93608.0,292.0689655172414
82,0.0005556584552694943,54.0,115.74066666666667,6249996.0,97182.0,258.9655172413793
83,0.00048279376659603575,54.0,115.73879629629629,6249895.0,111849.0,167.93103448275863
84,0.00048119335953163844,54.0,115.73964814814815,6249941.0,112221.0,167.93103448275863
85,0.0005631647735121292,53.0,117.9233962264151,6249940.0,94111.0,283.7931034482759
86,0.000577085275447241,52.0,120.1915,6249958.0,90108.0,341.72413793103453
87,0.0004725769073476621,52.0,120.1908846153846,6249926.0,110035.0,176.20689655172413
88,0.0004180396399940983,51.0,122.54892156862745,6249995.0,121998.0,118.27586206896552
89,0.0005329661788545669,48.0,130.20683333333332,6249928.0,90062.0,350.0
